season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1989-90,Detroit Pistons,The Palace of Auburn Hills,59,0.72,1,C. Daly,B. Laimbeer (10.1),#1D428A,#C8102E,5.41,teams/DET/logos/1980-1996.png,Won First Round versus <span>Indiana Pacers (3-0)</span>,Won Conference Semifinals versus <span>New York Knicks (4-1)</span>,Won Conference Finals versus <span>Chicago Bulls (4-3)</span>,Won Finals versus <span>Portland Trail Blazers (4-1)</span>
1990-91,Detroit Pistons,The Palace of Auburn Hills,50,0.61,0.6,C. Daly,J. Dumars (9.9),#1D428A,#C8102E,3.08,teams/DET/logos/1980-1996.png,Won First Round versus <span>Atlanta Hawks (3-2)</span>,Won Conference Semifinals versus <span>Boston Celtics (4-2)</span>,Lost Conference Finals versus <span>Chicago Bulls (0-4)</span>,
1991-92,Detroit Pistons,The Palace of Auburn Hills,48,0.585,0.2,C. Daly,D. Rodman (12.6),#1D428A,#C8102E,2.06,teams/DET/logos/1980-1996.png,Lost First Round versus <span>New York Knicks (2-3)</span>,,,
1992-93,Detroit Pistons,The Palace of Auburn Hills,40,0.488,0,R. Rothstein,J. Dumars (9.1),#1D428A,#C8102E,-1.1,teams/DET/logos/1980-1996.png,,,,
1993-94,Detroit Pistons,The Palace of Auburn Hills,20,0.244,0,D. Chaney,T. Mills (6.3),#1D428A,#C8102E,-7.46,teams/DET/logos/1980-1996.png,,,,
1994-95,Detroit Pistons,The Palace of Auburn Hills,28,0.341,0,D. Chaney,G. Hill (5.4),#1D428A,#C8102E,-7.08,teams/DET/logos/1980-1996.png,,,,
1995-96,Detroit Pistons,The Palace of Auburn Hills,46,0.561,0.2,D. Collins,G. Hill (11.7),#1D428A,#C8102E,2.45,teams/DET/logos/1980-1996.png,Lost First Round versus <span>Orlando Magic (0-3)</span>,,,
1996-97,Detroit Pistons,The Palace of Auburn Hills,54,0.659,0.2,D. Collins,G. Hill (14.6),#1D428A,#C8102E,5.45,teams/DET/logos/1997-2001.png,Lost First Round versus <span>Atlanta Hawks (2-3)</span>,,,
1997-98,Detroit Pistons,The Palace of Auburn Hills,37,0.451,0,D. Collins/A. Gentry,G. Hill (10.2),#1D428A,#C8102E,1.95,teams/DET/logos/1997-2001.png,,,,
1998-99,Detroit Pistons,The Palace of Auburn Hills,29,0.58,0.2,A. Gentry,G. Hill (7.3),#1D428A,#C8102E,3.97,teams/DET/logos/1997-2001.png,Lost First Round versus <span>Atlanta Hawks (2-3)</span>,,,
1999-00,Detroit Pistons,The Palace of Auburn Hills,42,0.512,0.2,A. Gentry/G. Irvine,G. Hill (10.7),#1D428A,#C8102E,1.13,teams/DET/logos/1997-2001.png,Lost First Round versus <span>Miami Heat (0-3)</span>,,,
2000-01,Detroit Pistons,The Palace of Auburn Hills,32,0.39,0,G. Irvine,J. Stackhouse (9.2),#1D428A,#C8102E,-2.08,teams/DET/logos/1997-2001.png,,,,
2001-02,Detroit Pistons,The Palace of Auburn Hills,50,0.61,0.4,R. Carlisle,B. Wallace (11.6),#1D428A,#C8102E,1.69,teams/DET/logos/2002-2005.png,Won First Round versus <span>Toronto Raptors (3-2)</span>,Lost Conference Semifinals versus <span>Boston Celtics (1-4)</span>,,
2002-03,Detroit Pistons,The Palace of Auburn Hills,50,0.61,0.6,R. Carlisle,B. Wallace (10.6),#1D428A,#C8102E,2.97,teams/DET/logos/2002-2005.png,Won First Round versus <span>Orlando Magic (4-3)</span>,Won Conference Semifinals versus <span>Philadelphia 76ers (4-2)</span>,Lost Conference Finals versus <span>New Jersey Nets (0-4)</span>,
2003-04,Detroit Pistons,The Palace of Auburn Hills,54,0.659,1,L. Brown,C. Billups (11.3),#1D428A,#C8102E,5.04,teams/DET/logos/2002-2005.png,Won First Round versus <span>Milwaukee Bucks (4-1)</span>,Won Conference Semifinals versus <span>New Jersey Nets (4-3)</span>,Won Conference Finals versus <span>Indiana Pacers (4-2)</span>,Won Finals versus <span>Los Angeles Lakers (4-1)</span>
2004-05,Detroit Pistons,The Palace of Auburn Hills,54,0.659,0.8,L. Brown,C. Billups (12.1),#1D428A,#C8102E,3.31,teams/DET/logos/2002-2005.png,Won First Round versus <span>Philadelphia 76ers (4-1)</span>,Won Conference Semifinals versus <span>Indiana Pacers (4-2)</span>,Won Conference Finals versus <span>Miami Heat (4-3)</span>,Lost Finals versus <span>San Antonio Spurs (3-4)</span>
2005-06,Detroit Pistons,The Palace of Auburn Hills,64,0.78,0.6,F. Saunders,C. Billups (15.5),#1D428A,#C8102E,6.24,teams/DET/logos/2006-2017.png,Won First Round versus <span>Milwaukee Bucks (4-1)</span>,Won Conference Semifinals versus <span>Cleveland Cavaliers (4-3)</span>,Lost Conference Finals versus <span>Miami Heat (2-4)</span>,
2006-07,Detroit Pistons,The Palace of Auburn Hills,53,0.646,0.6,F. Saunders,C. Billups (11.4),#1D428A,#C8102E,3.69,teams/DET/logos/2006-2017.png,Won First Round versus <span>Orlando Magic (4-0)</span>,Won Conference Semifinals versus <span>Chicago Bulls (4-2)</span>,Lost Conference Finals versus <span>Cleveland Cavaliers (2-4)</span>,
2007-08,Detroit Pistons,The Palace of Auburn Hills,59,0.72,0.6,F. Saunders,C. Billups (13.5),#1D428A,#C8102E,6.67,teams/DET/logos/2006-2017.png,Won First Round versus <span>Philadelphia 76ers (4-2)</span>,Won Conference Semifinals versus <span>Orlando Magic (4-1)</span>,Lost Conference Finals versus <span>Boston Celtics (2-4)</span>,
2008-09,Detroit Pistons,The Palace of Auburn Hills,39,0.476,0.2,M. Curry,T. Prince (6.2),#1D428A,#C8102E,-0.36,teams/DET/logos/2006-2017.png,Lost First Round versus <span>Cleveland Cavaliers (0-4)</span>,,,
2009-10,Detroit Pistons,The Palace of Auburn Hills,27,0.329,0,J. Kuester,B. Wallace (4.7),#1D428A,#C8102E,-5.02,teams/DET/logos/2006-2017.png,,,,
2010-11,Detroit Pistons,The Palace of Auburn Hills,30,0.366,0,J. Kuester,G. Monroe (6.6),#1D428A,#C8102E,-3.78,teams/DET/logos/2006-2017.png,,,,
2011-12,Detroit Pistons,The Palace of Auburn Hills,25,0.379,0,L. Frank,G. Monroe (7.0),#1D428A,#C8102E,-5.19,teams/DET/logos/2006-2017.png,,,,
2012-13,Detroit Pistons,The Palace of Auburn Hills,29,0.354,0,L. Frank,G. Monroe (5.9),#1D428A,#C8102E,-4.33,teams/DET/logos/2006-2017.png,,,,
2013-14,Detroit Pistons,The Palace of Auburn Hills,29,0.354,0,M. Cheeks/J. Loyer,A. Drummond (9.9),#1D428A,#C8102E,-4.13,teams/DET/logos/2006-2017.png,,,,
2014-15,Detroit Pistons,The Palace of Auburn Hills,32,0.39,0,S. Van Gundy,A. Drummond (7.7),#1D428A,#C8102E,-1.39,teams/DET/logos/2006-2017.png,,,,
2015-16,Detroit Pistons,The Palace of Auburn Hills,44,0.537,0.2,S. Van Gundy,A. Drummond (7.4),#1D428A,#C8102E,0.43,teams/DET/logos/2006-2017.png,Lost First Round versus <span>Cleveland Cavaliers (0-4)</span>,,,
2016-17,Detroit Pistons,The Palace of Auburn Hills,37,0.451,0,S. Van Gundy,T. Harris (6.9),#1D428A,#C8102E,-1.29,teams/DET/logos/2006-2017.png,,,,
2017-18,Detroit Pistons,Little Caesars Arena,39,0.476,0,S. Van Gundy,A. Drummond (10.3),#1D428A,#C8102E,-0.26,teams/DET/logos/2018-present.png,,,,
2018-19,Detroit Pistons,Little Caesars Arena,41,0.5,0.2,D. Casey,A. Drummond (10.0),#1D428A,#C8102E,-0.56,teams/DET/logos/2018-present.png,Lost First Round versus <span>Milwaukee Bucks (0-4)</span>,,,
2019-20,Detroit Pistons,Little Caesars Arena,20,0.303,0,D. Casey,C. Wood (5.1),#1D428A,#C8102E,-4.38,teams/DET/logos/2018-present.png,,,,
2020-21,Detroit Pistons,Little Caesars Arena,20,0.278,0,D. Casey,M. Plumlee (5.1),#1D428A,#C8102E,-4.38,teams/DET/logos/2018-present.png,,,,
2021-22,Detroit Pistons,Little Caesars Arena,23,0.28,0,D. Casey,S. Bey (4.0),#1D428A,#C8102E,-7.36,teams/DET/logos/2018-present.png,,,,
2022-23,Detroit Pistons,Little Caesars Arena,17,0.207,0,D. Casey,J. Duren (4.5),#1D428A,#C8102E,-7.73,teams/DET/logos/2018-present.png,,,,
