season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1995-96,Portland Trail Blazers,Rose Garden Arena,44,0.537,0.2,P. Carlesimo,A. Sabonis (8.4),#E03A3E,#000000,2.21,teams/POR/logos/1991-2002.png,Lost First Round versus <span>Utah Jazz (2-3)</span>,,,
1996-97,Portland Trail Blazers,Rose Garden Arena,49,0.598,0.2,P. Carlesimo,K. Anderson (12.4),#E03A3E,#000000,3.56,teams/POR/logos/1991-2002.png,Lost First Round versus <span>Los Angeles Lakers (1-3)</span>,,,
1997-98,Portland Trail Blazers,Rose Garden Arena,46,0.561,0.2,M. Dunleavy,A. Sabonis (9.7),#E03A3E,#000000,0.83,teams/POR/logos/1991-2002.png,Lost First Round versus <span>Los Angeles Lakers (1-3)</span>,,,
1998-99,Portland Trail Blazers,Rose Garden Arena,35,0.7,0.6,M. Dunleavy,B. Grant (5.9),#E03A3E,#000000,5.67,teams/POR/logos/1991-2002.png,Won First Round versus <span>Phoenix Suns (3-0)</span>,Won Conference Semifinals versus <span>Utah Jazz (4-2)</span>,Lost Conference Finals versus <span>San Antonio Spurs (0-4)</span>,
1999-00,Portland Trail Blazers,Rose Garden Arena,59,0.72,0.6,M. Dunleavy,S. Smith (10.4),#E03A3E,#000000,6.36,teams/POR/logos/1991-2002.png,Won First Round versus <span>Minnesota Timberwolves (3-1)</span>,Won Conference Semifinals versus <span>Utah Jazz (4-1)</span>,Lost Conference Finals versus <span>Los Angeles Lakers (3-4)</span>,
2000-01,Portland Trail Blazers,Rose Garden Arena,50,0.61,0.2,M. Dunleavy,R. Wallace (11.0),#E03A3E,#000000,4.52,teams/POR/logos/1991-2002.png,Lost First Round versus <span>Los Angeles Lakers (0-3)</span>,,,
2001-02,Portland Trail Blazers,Rose Garden Arena,49,0.598,0.2,M. Cheeks,R. Wallace (9.7),#E03A3E,#000000,3.21,teams/POR/logos/1991-2002.png,Lost First Round versus <span>Los Angeles Lakers (0-3)</span>,,,
2002-03,Portland Trail Blazers,Rose Garden Arena,50,0.61,0.2,M. Cheeks,R. Wallace (8.5),#E03A3E,#000000,2.97,teams/POR/logos/2003.png,Lost First Round versus <span>Dallas Mavericks (3-4)</span>,,,
2003-04,Portland Trail Blazers,Rose Garden Arena,41,0.5,0,M. Cheeks,Z. Randolph (7.1),#E03A3E,#000000,-0.58,teams/POR/logos/2004.png,,,,
2004-05,Portland Trail Blazers,Rose Garden Arena,27,0.329,0,M. Cheeks/K. Pritchard,D. Stoudamire (5.7),#E03A3E,#000000,-3.45,teams/POR/logos/2005-2017.png,,,,
2005-06,Portland Trail Blazers,Rose Garden Arena,21,0.256,0,N. McMillan,S. Blake (2.8),#E03A3E,#000000,-8.91,teams/POR/logos/2005-2017.png,,,,
2006-07,Portland Trail Blazers,Rose Garden Arena,32,0.39,0,N. McMillan,Z. Randolph (5.7),#E03A3E,#000000,-3.78,teams/POR/logos/2005-2017.png,,,,
2007-08,Portland Trail Blazers,Rose Garden Arena,41,0.5,0,N. McMillan,B. Roy (8.0),#E03A3E,#000000,-0.52,teams/POR/logos/2005-2017.png,,,,
2008-09,Portland Trail Blazers,Rose Garden Arena,54,0.659,0.2,N. McMillan,B. Roy (13.5),#E03A3E,#000000,5,teams/POR/logos/2005-2017.png,Lost First Round versus <span>Houston Rockets (2-4)</span>,,,
2009-10,Portland Trail Blazers,Rose Garden Arena,50,0.61,0.2,N. McMillan,B. Roy (9.1),#E03A3E,#000000,3.18,teams/POR/logos/2005-2017.png,Lost First Round versus <span>Phoenix Suns (2-4)</span>,,,
2010-11,Portland Trail Blazers,Rose Garden Arena,48,0.585,0.2,N. McMillan,L. Aldridge (11.1),#E03A3E,#000000,1.85,teams/POR/logos/2005-2017.png,Lost First Round versus <span>Dallas Mavericks (2-4)</span>,,,
2011-12,Portland Trail Blazers,Rose Garden Arena,28,0.424,0,N. McMillan/K. Canales,L. Aldridge (7.0),#E03A3E,#000000,-0.22,teams/POR/logos/2005-2017.png,,,,
2012-13,Portland Trail Blazers,Rose Garden Arena,33,0.402,0,T. Stotts,L. Aldridge (7.2),#E03A3E,#000000,-2.53,teams/POR/logos/2005-2017.png,,,,
2013-14,Portland Trail Blazers,Moda Center,54,0.659,0.4,T. Stotts,D. Lillard (9.6),#E03A3E,#000000,4.44,teams/POR/logos/2005-2017.png,Won First Round versus <span>Houston Rockets (4-2)</span>,Lost Conference Semifinals versus <span>San Antonio Spurs (1-4)</span>,,
2014-15,Portland Trail Blazers,Moda Center,51,0.622,0.2,T. Stotts,D. Lillard (10.6),#E03A3E,#000000,4.41,teams/POR/logos/2005-2017.png,Lost First Round versus <span>Memphis Grizzlies (1-4)</span>,,,
2015-16,Portland Trail Blazers,Moda Center,44,0.537,0.4,T. Stotts,D. Lillard (9.2),#E03A3E,#000000,0.98,teams/POR/logos/2005-2017.png,Won First Round versus <span>Los Angeles Clippers (4-2)</span>,Lost Conference Semifinals versus <span>Golden State Warriors (1-4)</span>,,
2016-17,Portland Trail Blazers,Moda Center,41,0.5,0.2,T. Stotts,D. Lillard (10.3),#E03A3E,#000000,-0.23,teams/POR/logos/2005-2017.png,Lost First Round versus <span>Golden State Warriors (0-4)</span>,,,
2017-18,Portland Trail Blazers,Moda Center,49,0.598,0.2,T. Stotts,D. Lillard (12.6),#E03A3E,#000000,2.6,teams/POR/logos/2018-present.png,Lost First Round versus <span>New Orleans Pelicans (0-4)</span>,,,
2018-19,Portland Trail Blazers,Moda Center,53,0.646,0.6,T. Stotts,D. Lillard (12.1),#E03A3E,#000000,4.43,teams/POR/logos/2018-present.png,Won First Round versus <span>Oklahoma City Thunder (4-1)</span>,Won Conference Semifinals versus <span>Denver Nuggets (4-3)</span>,Lost Conference Finals versus <span>Golden State Warriors (0-4)</span>,
2019-20,Portland Trail Blazers,Moda Center,35,0.473,0.2,T. Stotts,D. Lillard (11.6),#E03A3E,#000000,-0.61,teams/POR/logos/2018-present.png,Lost First Round versus <span>Los Angeles Lakers (1-4)</span>,,,
2020-21,Portland Trail Blazers,Moda Center,42,0.583,0.2,T. Stotts,D. Lillard (10.4),#E03A3E,#000000,1.81,teams/POR/logos/2018-present.png,Lost First Round versus <span>Denver Nuggets (2-4)</span>,,,
2021-22,Portland Trail Blazers,Moda Center,27,0.329,0,C. Billups,J. Nurki_ (3.6),#E03A3E,#000000,-8.55,teams/POR/logos/2018-present.png,,,,
