season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
2006-07,Toronto Raptors,Air Canada Centre,47,0.573,0.2,S. Mitchell,C. Bosh (9.6),#CE1141,#000000,0.61,teams/TOR/logos/1996-2008.png,Lost First Round versus <span>New Jersey Nets (2-4)</span>,,,
2007-08,Toronto Raptors,Air Canada Centre,41,0.5,0.2,S. Mitchell,J. Calderon (10.2),#CE1141,#000000,2.47,teams/TOR/logos/1996-2008.png,Lost First Round versus <span>Orlando Magic (1-4)</span>,,,
2008-09,Toronto Raptors,Air Canada Centre,33,0.402,0,S. Mitchell/J. Triano,C. Bosh (9.7),#CE1141,#000000,-2.54,teams/TOR/logos/2009-2015.png,,,,
2009-10,Toronto Raptors,Air Canada Centre,40,0.488,0,J. Triano,C. Bosh (9.6),#CE1141,#000000,-1.83,teams/TOR/logos/2009-2015.png,,,,
2010-11,Toronto Raptors,Air Canada Centre,22,0.268,0,J. Triano,A. Johnson (5.6),#CE1141,#000000,-6.28,teams/TOR/logos/2009-2015.png,,,,
2011-12,Toronto Raptors,Air Canada Centre,23,0.348,0,D. Casey,J. Calderon (5.1),#CE1141,#000000,-3.67,teams/TOR/logos/2009-2015.png,,,,
2012-13,Toronto Raptors,Air Canada Centre,34,0.415,0,D. Casey,A. Johnson (7.3),#CE1141,#000000,-1.96,teams/TOR/logos/2009-2015.png,,,,
2013-14,Toronto Raptors,Air Canada Centre,48,0.585,0.2,D. Casey,K. Lowry (11.7),#CE1141,#000000,2.55,teams/TOR/logos/2009-2015.png,Lost First Round versus <span>Brooklyn Nets (3-4)</span>,,,
2014-15,Toronto Raptors,Air Canada Centre,49,0.598,0.2,D. Casey,J. Valanciunas (8.2),#CE1141,#000000,2.45,teams/TOR/logos/2009-2015.png,Lost First Round versus <span>Washington Wizards (0-4)</span>,,,
2015-16,Toronto Raptors,Air Canada Centre,56,0.683,0.6,D. Casey,K. Lowry (11.6),#CE1141,#000000,4.08,teams/TOR/logos/2016-2020.png,Won First Round versus <span>Indiana Pacers (4-3)</span>,Won Conference Semifinals versus <span>Miami Heat (4-3)</span>,Lost Conference Finals versus <span>Cleveland Cavaliers (2-4)</span>,
2016-17,Toronto Raptors,Air Canada Centre,51,0.622,0.4,D. Casey,K. Lowry (10.1),#CE1141,#000000,3.65,teams/TOR/logos/2016-2020.png,Won First Round versus <span>Milwaukee Bucks (4-2)</span>,Lost Conference Semifinals versus <span>Cleveland Cavaliers (0-4)</span>,,
2017-18,Toronto Raptors,Air Canada Centre,59,0.72,0.4,D. Casey,K. Lowry (10.2),#CE1141,#000000,7.29,teams/TOR/logos/2016-2020.png,Won First Round versus <span>Washington Wizards (4-2)</span>,Lost Conference Semifinals versus <span>Cleveland Cavaliers (0-4)</span>,,
2018-19,Toronto Raptors,Scotiabank Arena,58,0.707,1,N. Nurse,K. Leonard (9.5),#CE1141,#000000,5.49,teams/TOR/logos/2016-2020.png,Won First Round versus <span>Orlando Magic (4-1)</span>,Won Conference Semifinals versus <span>Philadelphia 76ers (4-3)</span>,Won Conference Finals versus <span>Milwaukee Bucks (4-2)</span>,Won Finals versus <span>Golden State Warriors (4-2)</span>
2019-20,Toronto Raptors,Scotiabank Arena,53,0.736,0.4,N. Nurse,K. Lowry (7.5),#CE1141,#000000,5.97,teams/TOR/logos/2016-2020.png,Won First Round versus <span>Brooklyn Nets (4-0)</span>,Lost Conference Semifinals versus <span>Boston Celtics (3-4)</span>,,
2020-21,Toronto Raptors,Amalie Arena,27,0.375,0,N. Nurse,C. Boucher (6.1),#CE1141,#000000,-0.54,teams/TOR/logos/2021-present.png,,,,
2021-22,Toronto Raptors,Scotiabank Arena,48,0.585,0.2,N. Nurse,P. Siakam (8.1),#CE1141,#000000,2.38,teams/TOR/logos/2021-present.png,Lost First Round versus <span>Philadelphia 76ers (2-4)</span>,,,
