season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1998-99,Charlotte Hornets,Charlotte Coliseum,26,0.52,0,D. Cowens/P. Silas,D. Wesley (4.8),#00788C,#1D1160,0.63,teams/CHA/logos/1989-2002.png,,,,
1999-00,Charlotte Hornets,Charlotte Coliseum,49,0.598,0.2,P. Silas,E. Jones (10.1),#00788C,#1D1160,2.33,teams/CHA/logos/1989-2002.png,Lost First Round versus <span>Philadelphia 76ers (1-3)</span>,,,
2000-01,Charlotte Hornets,Charlotte Coliseum,46,0.561,0.4,P. Silas,B. Davis (8.9),#00788C,#1D1160,1.45,teams/CHA/logos/1989-2002.png,Won First Round versus <span>Miami Heat (3-0)</span>,Lost Conference Semifinals versus <span>Milwaukee Bucks (3-4)</span>,,
2001-02,Charlotte Hornets,Charlotte Coliseum,44,0.537,0.4,P. Silas,P. Brown (8.2),#00788C,#1D1160,0.57,teams/CHA/logos/1989-2002.png,Won First Round versus <span>Orlando Magic (3-1)</span>,Lost Conference Semifinals versus <span>New Jersey Nets (1-4)</span>,,
2004-05,Charlotte Bobcats,Charlotte Coliseum,18,0.22,0,B. Bickerstaff,P. Brezec (4.9),#E05217,#253E69,-6.15,teams/CHA/logos/2005-2007.png,,,,
2005-06,Charlotte Bobcats,Charlotte Bobcats Arena,26,0.317,0,B. Bickerstaff,G. Wallace (6.4),#E05218,#253E70,-3.9,teams/CHA/logos/2005-2007.png,,,,
2006-07,Charlotte Bobcats,Charlotte Bobcats Arena,33,0.402,0,B. Bickerstaff,G. Wallace (7.7),#E05219,#253E71,-3.97,teams/CHA/logos/2005-2007.png,,,,
2007-08,Charlotte Bobcats,Charlotte Bobcats Arena,32,0.39,0,S. Vincent,J. Richardson (7.4),#E05220,#253E72,-4.49,teams/CHA/logos/2008-2012.png,,,,
2008-09,Charlotte Bobcats,Time Warner Cable Arena,35,0.427,0,L. Brown,G. Wallace (9.5),#E05221,#253E73,-1.2,teams/CHA/logos/2008-2012.png,,,,
2009-10,Charlotte Bobcats,Time Warner Cable Arena,44,0.537,0.2,L. Brown,G. Wallace (11.5),#E05222,#253E74,1.3,teams/CHA/logos/2008-2012.png,Lost First Round versus <span>Orlando Magic (0-4)</span>,,,
2010-11,Charlotte Bobcats,Time Warner Cable Arena,34,0.415,0,L. Brown/P. Silas,D. Augustin (6.2),#E05223,#253E75,-4.08,teams/CHA/logos/2008-2012.png,,,,
2011-12,Charlotte Bobcats,Time Warner Cable Arena,7,0.106,0,P. Silas,D. Brown (2.3),#E05224,#253E76,-13.96,teams/CHA/logos/2008-2012.png,,,,
2012-13,Charlotte Bobcats,Time Warner Cable Arena,21,0.256,0,M. Dunlap,K. Walker (4.8),#E05225,#253E77,-9.29,teams/CHA/logos/2013-2014.png,,,,
2013-14,Charlotte Bobcats,Time Warner Cable Arena,43,0.524,0.2,S. Clifford,A. Jefferson (7.8),#E05226,#253E78,-0.89,teams/CHA/logos/2013-2014.png,Lost First Round versus <span>Miami Heat (0-4)</span>,,,
2014-15,Charlotte Hornets,Time Warner Cable Arena,33,0.402,0,S. Clifford,A. Jefferson (4.7),#00788C,#1D1160,-3.44,teams/CHA/logos/2015-present.png,,,,
2015-16,Charlotte Hornets,Time Warner Cable Arena,48,0.585,0.2,S. Clifford,K. Walker (9.9),#00788C,#1D1160,2.36,teams/CHA/logos/2015-present.png,Lost First Round versus <span>Miami Heat (3-4)</span>,,,
2016-17,Charlotte Hornets,Spectrum Center,36,0.439,0,S. Clifford,K. Walker (8.0),#00788C,#1D1160,-0.07,teams/CHA/logos/2015-present.png,,,,
2017-18,Charlotte Hornets,Spectrum Center,36,0.439,0,S. Clifford,K. Walker (8.5),#00788C,#1D1160,0.07,teams/CHA/logos/2015-present.png,,,,
2018-19,Charlotte Hornets,Spectrum Center,39,0.476,0,J. Borrego,K. Walker (7.4),#00788C,#1D1160,-1.32,teams/CHA/logos/2015-present.png,,,,
2019-20,Charlotte Hornets,Spectrum Center,23,0.354,0,J. Borrego,C. Zeller (3.6),#00788C,#1D1160,-7.03,teams/CHA/logos/2015-present.png,,,,
